Art,50000,315,49191,0.984,Nearly funded
Art,60000,294,52565.25,0.876,Nearly funded
Art,25000,172,21310,0.852,Nearly funded
Art,35000,185,27630.24,0.789,Nearly funded
Art,50000,552,37621.97,0.752,Nearly funded
Art,45000,159,31657,0.703,Not nearly funded
Art,52000,336,33485,0.644,Not nearly funded
Art,58000,495,34302,0.591,Not nearly funded
Art,35000,130,20374.99,0.582,Not nearly funded
Art,100000,133,54387,0.544,Not nearly funded
